_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
22254,22254,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-09-2024 18:00,-2.32
22255,22255,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-09-2024 00:00,-2.34
22256,22256,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-09-2024 06:00,-2.35
22257,22257,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-09-2024 12:00,-2.35
22258,22258,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-09-2024 18:00,-2.36
22259,22259,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,23-09-2024 00:00,-2.38
22260,22260,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-09-2024 06:00,-2.43
22261,22261,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-09-2024 12:00,-2.44
22262,22262,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-09-2024 18:00,-2.44
22263,22263,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-09-2024 00:00,-2.45
22264,22264,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-09-2024 06:00,-2.46
22265,22265,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-09-2024 12:00,-2.47
22266,22266,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-09-2024 18:00,-2.46
22267,22267,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-09-2024 00:00,-2.47
22268,22268,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-09-2024 06:00,-2.48
22269,22269,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-09-2024 12:00,-2.48
22270,22270,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-09-2024 18:00,-2.48
22271,22271,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-09-2024 00:00,-2.47
22272,22272,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-09-2024 06:00,-2.47
22273,22273,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-09-2024 12:00,-2.47
22274,22274,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-09-2024 18:00,-2.46
22275,22275,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-09-2024 00:00,-2.46
22276,22276,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-09-2024 06:00,-2.47
22277,22277,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-09-2024 12:00,-2.47
22278,22278,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-09-2024 18:00,-2.46
22279,22279,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-09-2024 00:00,-2.47
22280,22280,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-09-2024 06:00,-2.47
22281,22281,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-09-2024 12:00,-2.47
22282,22282,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-09-2024 18:00,-2.45
22283,22283,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-09-2024 00:00,-2.45
22284,22284,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-09-2024 06:00,-2.45
22285,22285,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-09-2024 12:00,-2.45
22286,22286,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-09-2024 18:00,-2.42
22287,22287,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,01-10-2024 00:00,-2.43
22288,22288,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,01-10-2024 06:00,-2.4
22289,22289,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,01-10-2024 12:00,-2.38
22290,22290,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,01-10-2024 18:00,-2.38
22291,22291,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,02-10-2024 00:00,-2.39
22292,22292,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,02-10-2024 06:00,-2.39
22293,22293,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,02-10-2024 12:00,-2.39
22294,22294,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,02-10-2024 18:00,-2.39
22295,22295,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,03-10-2024 00:00,-2.4
22296,22296,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,03-10-2024 06:00,-2.39
22297,22297,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,03-10-2024 12:00,-2.39
22298,22298,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,03-10-2024 18:00,-2.39
22299,22299,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,04-10-2024 00:00,-2.39
22300,22300,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,04-10-2024 06:00,-2.38
22301,22301,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,04-10-2024 12:00,-2.38
22302,22302,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,04-10-2024 18:00,-2.38
22303,22303,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,05-10-2024 00:00,-2.38
22304,22304,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,05-10-2024 06:00,-2.38
22305,22305,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,05-10-2024 12:00,-2.38
22306,22306,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,05-10-2024 18:00,-2.38
22307,22307,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,06-10-2024 00:00,-2.39
22308,22308,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,06-10-2024 06:00,-2.39
22309,22309,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,06-10-2024 12:00,-2.39
22310,22310,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,06-10-2024 18:00,-2.39
22311,22311,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,07-10-2024 00:00,-2.41
22312,22312,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,07-10-2024 06:00,-2.4
22313,22313,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,07-10-2024 12:00,-2.4
22314,22314,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,07-10-2024 18:00,-2.39
22315,22315,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,08-10-2024 00:00,-2.4
22316,22316,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,08-10-2024 06:00,-2.4
22317,22317,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,08-10-2024 12:00,-2.4
22318,22318,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,08-10-2024 18:00,-2.4
22319,22319,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,09-10-2024 00:00,-2.4
22320,22320,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,09-10-2024 06:00,-2.41
22321,22321,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,09-10-2024 12:00,-2.41
22322,22322,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,09-10-2024 18:00,-2.41
22323,22323,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,10-10-2024 00:00,-2.41
22324,22324,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,10-10-2024 06:00,-2.42
22325,22325,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,10-10-2024 12:00,-2.41
22326,22326,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,10-10-2024 18:00,-2.42
22327,22327,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-10-2024 00:00,-2.43
22328,22328,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-10-2024 06:00,-2.39
22329,22329,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-10-2024 12:00,-2.38
22330,22330,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-10-2024 18:00,-2.39
22331,22331,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-10-2024 00:00,-2.39
22332,22332,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-10-2024 06:00,-2.4
22333,22333,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-10-2024 12:00,-2.4
22334,22334,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-10-2024 18:00,-2.4
22335,22335,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-10-2024 00:00,-2.4
22336,22336,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-10-2024 06:00,-2.41
22337,22337,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-10-2024 12:00,-2.41
22338,22338,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-10-2024 18:00,-2.41
22339,22339,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-10-2024 00:00,-2.42
22340,22340,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-10-2024 06:00,-2.42
22341,22341,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-10-2024 12:00,-2.43
22342,22342,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-10-2024 18:00,-2.43
22343,22343,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-10-2024 00:00,-2.44
22344,22344,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-10-2024 06:00,-2.45
22345,22345,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-10-2024 12:00,-2.46
22346,22346,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-10-2024 18:00,-2.46
22347,22347,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-10-2024 00:00,-2.47
22348,22348,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-10-2024 06:00,-2.48
22349,22349,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-10-2024 12:00,-2.49
22350,22350,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-10-2024 18:00,-2.49
22351,22351,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-10-2024 00:00,-2.51
22352,22352,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-10-2024 06:00,-2.51
22353,22353,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-10-2024 12:00,-2.52
22354,22354,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-10-2024 18:00,-2.52
22355,22355,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-10-2024 00:00,-2.54
22356,22356,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-10-2024 06:00,-2.54
22357,22357,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-10-2024 12:00,-2.55
22358,22358,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-10-2024 18:00,-2.55
22359,22359,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,20-10-2024 00:00,-2.57
22360,22360,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,20-10-2024 06:00,-2.57
22361,22361,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,20-10-2024 12:00,-2.58
22362,22362,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,20-10-2024 18:00,-2.58
22363,22363,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-10-2024 00:00,-2.59
22364,22364,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-10-2024 06:00,-2.59
22365,22365,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-10-2024 12:00,-2.59
22366,22366,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-10-2024 18:00,-2.6
22367,22367,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-10-2024 00:00,-2.62
22368,22368,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-10-2024 06:00,-2.62
22369,22369,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-10-2024 12:00,-2.62
22370,22370,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-10-2024 18:00,-2.63
22371,22371,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,23-10-2024 00:00,-2.64
22372,22372,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-10-2024 06:00,-2.67
22373,22373,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-10-2024 12:00,-2.67
22374,22374,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-10-2024 18:00,-2.68
22375,22375,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-10-2024 00:00,-2.69
22376,22376,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-10-2024 06:00,-2.69
22377,22377,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-10-2024 12:00,-2.69
22378,22378,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-10-2024 18:00,-2.7
22379,22379,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-10-2024 00:00,-2.71
22380,22380,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-10-2024 06:00,-2.72
22381,22381,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-10-2024 12:00,-2.72
22382,22382,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-10-2024 18:00,-2.72
22383,22383,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-10-2024 00:00,-2.73
22384,22384,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-10-2024 06:00,-2.74
22385,22385,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-10-2024 12:00,-2.74
22386,22386,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-10-2024 18:00,-2.75
22387,22387,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-10-2024 00:00,-2.75
22388,22388,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-10-2024 06:00,-2.76
22389,22389,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-10-2024 12:00,-2.76
22390,22390,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-10-2024 18:00,-2.77
22391,22391,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-10-2024 00:00,-2.77
22392,22392,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-10-2024 06:00,-2.78
22393,22393,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-10-2024 12:00,-2.78
22394,22394,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-10-2024 18:00,-2.79
22395,22395,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-10-2024 00:00,-2.8
22396,22396,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-10-2024 06:00,-2.8
22397,22397,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-10-2024 12:00,-2.81
22398,22398,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-10-2024 18:00,-2.81
22399,22399,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,31-10-2024 00:00,-2.83
22400,22400,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,31-10-2024 06:00,-2.79
