_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
22107,22107,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-08-2024 00:00,-2.03
22108,22108,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-08-2024 06:00,-2.04
22109,22109,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-08-2024 12:00,-2.04
22110,22110,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-08-2024 18:00,-2.04
22111,22111,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-08-2024 00:00,-2.05
22112,22112,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-08-2024 06:00,-2.05
22113,22113,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-08-2024 12:00,-2.05
22114,22114,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-08-2024 18:00,-2.04
22115,22115,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-08-2024 00:00,-2.05
22116,22116,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-08-2024 06:00,-2.06
22117,22117,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-08-2024 12:00,-2.06
22118,22118,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-08-2024 18:00,-2.07
22119,22119,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-08-2024 00:00,-2.08
22120,22120,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-08-2024 06:00,-2.09
22121,22121,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-08-2024 12:00,-2.09
22122,22122,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-08-2024 18:00,-2.1
22123,22123,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-08-2024 00:00,-2.12
22124,22124,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-08-2024 06:00,-2.12
22125,22125,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-08-2024 12:00,-2.12
22126,22126,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-08-2024 18:00,-2.13
22127,22127,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-08-2024 00:00,-2.14
22128,22128,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-08-2024 06:00,-2.14
22129,22129,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-08-2024 12:00,-2.14
22130,22130,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-08-2024 18:00,-2.14
22131,22131,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-08-2024 00:00,-2.14
22132,22132,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-08-2024 06:00,-2.14
22133,22133,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-08-2024 12:00,-2.13
22134,22134,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-08-2024 18:00,-2.11
22135,22135,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-08-2024 00:00,-2.12
22136,22136,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-08-2024 06:00,-2.11
22137,22137,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-08-2024 12:00,-2.11
22138,22138,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-08-2024 18:00,-2.1
22139,22139,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-08-2024 00:00,-2.11
22140,22140,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-08-2024 06:00,-2.01
22141,22141,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-08-2024 12:00,-2.01
22142,22142,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-08-2024 18:00,-1.98
22143,22143,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,22-08-2024 00:00,-1.96
22144,22144,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,23-08-2024 06:00,-1.87
22145,22145,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,23-08-2024 12:00,-1.86
22146,22146,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,23-08-2024 18:00,-1.84
22147,22147,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-08-2024 00:00,-1.83
22148,22148,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-08-2024 06:00,-1.82
22149,22149,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-08-2024 12:00,-1.81
22150,22150,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,24-08-2024 18:00,-1.79
22151,22151,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-08-2024 00:00,-1.78
22152,22152,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-08-2024 06:00,-1.78
22153,22153,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-08-2024 12:00,-1.77
22154,22154,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,25-08-2024 18:00,-1.77
22155,22155,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-08-2024 00:00,-1.77
22156,22156,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-08-2024 06:00,-1.77
22157,22157,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-08-2024 12:00,-1.77
22158,22158,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,26-08-2024 18:00,-1.77
22159,22159,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-08-2024 00:00,-1.78
22160,22160,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-08-2024 06:00,-1.78
22161,22161,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-08-2024 12:00,-1.79
22162,22162,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,27-08-2024 18:00,-1.79
22163,22163,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-08-2024 00:00,-1.79
22164,22164,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-08-2024 06:00,-1.8
22165,22165,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-08-2024 12:00,-1.8
22166,22166,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,28-08-2024 18:00,-1.8
22167,22167,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-08-2024 00:00,-1.8
22168,22168,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-08-2024 06:00,-1.79
22169,22169,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-08-2024 12:00,-1.78
22170,22170,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,29-08-2024 18:00,-1.77
22171,22171,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-08-2024 00:00,-1.77
22172,22172,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-08-2024 06:00,-1.77
22173,22173,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-08-2024 12:00,-1.76
22174,22174,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,30-08-2024 18:00,-1.76
22175,22175,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,31-08-2024 00:00,-1.72
22176,22176,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,31-08-2024 06:00,-1.68
22177,22177,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,31-08-2024 12:00,-1.69
22178,22178,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,31-08-2024 18:00,-1.7
22179,22179,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,01-09-2024 00:00,-1.71
22180,22180,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,01-09-2024 06:00,-1.71
22181,22181,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,01-09-2024 12:00,-1.72
22182,22182,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,01-09-2024 18:00,-1.71
22183,22183,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,02-09-2024 00:00,-1.71
22184,22184,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,02-09-2024 06:00,-1.71
22185,22185,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,02-09-2024 12:00,-1.71
22186,22186,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,02-09-2024 18:00,-1.7
22187,22187,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,03-09-2024 00:00,-1.7
22188,22188,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,03-09-2024 06:00,-1.67
22189,22189,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,03-09-2024 12:00,-1.68
22190,22190,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,03-09-2024 18:00,-1.67
22191,22191,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,04-09-2024 00:00,-1.69
22192,22192,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,04-09-2024 06:00,-1.65
22193,22193,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,04-09-2024 12:00,-1.66
22194,22194,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,04-09-2024 18:00,-1.66
22195,22195,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,05-09-2024 00:00,-1.67
22196,22196,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,05-09-2024 06:00,-1.68
22197,22197,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,05-09-2024 12:00,-1.69
22198,22198,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,05-09-2024 18:00,-1.69
22199,22199,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,06-09-2024 00:00,-1.71
22200,22200,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,06-09-2024 06:00,-1.71
22201,22201,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,06-09-2024 12:00,-1.72
22202,22202,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,06-09-2024 18:00,-1.73
22203,22203,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,07-09-2024 00:00,-1.73
22204,22204,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,07-09-2024 06:00,-1.73
22205,22205,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,07-09-2024 12:00,-1.75
22206,22206,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,07-09-2024 18:00,-1.75
22207,22207,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,08-09-2024 00:00,-1.77
22208,22208,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,08-09-2024 06:00,-1.77
22209,22209,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,08-09-2024 12:00,-1.78
22210,22210,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,08-09-2024 18:00,-1.79
22211,22211,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,09-09-2024 00:00,-1.8
22212,22212,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,09-09-2024 06:00,-1.8
22213,22213,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,09-09-2024 12:00,-1.81
22214,22214,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,09-09-2024 18:00,-1.82
22215,22215,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,10-09-2024 00:00,-1.83
22216,22216,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,10-09-2024 06:00,-1.84
22217,22217,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,10-09-2024 12:00,-1.84
22218,22218,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,10-09-2024 18:00,-1.85
22219,22219,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-09-2024 00:00,-1.87
22220,22220,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-09-2024 06:00,-1.88
22221,22221,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-09-2024 12:00,-1.88
22222,22222,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,11-09-2024 18:00,-1.89
22223,22223,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-09-2024 00:00,-1.9
22224,22224,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-09-2024 06:00,-1.92
22225,22225,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-09-2024 12:00,-1.92
22226,22226,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,12-09-2024 18:00,-1.93
22227,22227,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,13-09-2024 00:00,-1.95
22228,22228,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-09-2024 06:00,-2
22229,22229,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-09-2024 12:00,-2.01
22230,22230,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,14-09-2024 18:00,-2.02
22231,22231,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-09-2024 00:00,-2.03
22232,22232,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-09-2024 06:00,-2.04
22233,22233,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-09-2024 12:00,-2.05
22234,22234,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,15-09-2024 18:00,-2.06
22235,22235,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,16-09-2024 00:00,-2.08
22236,22236,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-09-2024 06:00,-2.14
22237,22237,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-09-2024 12:00,-2.15
22238,22238,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,17-09-2024 18:00,-2.16
22239,22239,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-09-2024 00:00,-2.17
22240,22240,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-09-2024 06:00,-2.18
22241,22241,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-09-2024 12:00,-2.2
22242,22242,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,18-09-2024 18:00,-2.2
22243,22243,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-09-2024 00:00,-2.22
22244,22244,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-09-2024 06:00,-2.23
22245,22245,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-09-2024 12:00,-2.24
22246,22246,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,19-09-2024 18:00,-2.25
22247,22247,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,20-09-2024 00:00,-2.27
22248,22248,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,20-09-2024 06:00,-2.27
22249,22249,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,20-09-2024 12:00,-2.29
22250,22250,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,20-09-2024 18:00,-2.29
22251,22251,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-09-2024 00:00,-2.32
22252,22252,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-09-2024 06:00,-2.32
22253,22253,Powergrid Khliehriat,CGWB,17,Meghalaya,657,East Jaintia Hills,-,-,-,-,-,-,-,-,-,25.34000000,92.37000000,864.00,21-09-2024 12:00,-2.34
